name,Manufacturer,type,feature.x,value.x,featureAbbr.x,feature.y,value.y,featureAbbr.y
Apple Cinnamon Cheerios,General Mills,Cold,grams of dietary fiber,1.5,Fiber,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Apple Cinnamon Cheerios,General Mills,Cold,grams of dietary fiber,1.5,Fiber,Display shelf,1,Shelf
Apple Cinnamon Cheerios,General Mills,Cold,grams of dietary fiber,1.5,Fiber,Weight in ounces per one serving,1,Ounces
Apple Cinnamon Cheerios,General Mills,Cold,grams of dietary fiber,1.5,Fiber,Number of cups in one serving,0.75,Cups
Apple Cinnamon Cheerios,General Mills,Cold,grams of dietary fiber,1.5,Fiber,Rating of cereal,29.509541,**Rating**
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,calories per serving,110,Calories
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,grams of protein,2,Protein
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,grams of fat,2,Fat
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,milligrams of sodium,180,Sodium
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,grams of dietary fiber,1.5,Fiber
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,grams of complex carbohydrates,10.5,Carbohydrates
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,grams of sugars,10,Sugars
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,milligrams of potassium,70,Potassium
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,Display shelf,1,Shelf
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,Weight in ounces per one serving,1,Ounces
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,Number of cups in one serving,0.75,Cups
Apple Cinnamon Cheerios,General Mills,Cold,grams of complex carbohydrates,10.5,Carbohydrates,Rating of cereal,29.509541,**Rating**
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,calories per serving,110,Calories
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,grams of protein,2,Protein
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,grams of fat,2,Fat
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,milligrams of sodium,180,Sodium
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,grams of dietary fiber,1.5,Fiber
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,grams of complex carbohydrates,10.5,Carbohydrates
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,grams of sugars,10,Sugars
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,milligrams of potassium,70,Potassium
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,Display shelf,1,Shelf
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,Weight in ounces per one serving,1,Ounces
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,Number of cups in one serving,0.75,Cups
Apple Cinnamon Cheerios,General Mills,Cold,grams of sugars,10,Sugars,Rating of cereal,29.509541,**Rating**
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,calories per serving,110,Calories
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,grams of protein,2,Protein
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,grams of fat,2,Fat
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,milligrams of sodium,180,Sodium
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,grams of dietary fiber,1.5,Fiber
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,grams of complex carbohydrates,10.5,Carbohydrates
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,grams of sugars,10,Sugars
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,milligrams of potassium,70,Potassium
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,Display shelf,1,Shelf
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,Weight in ounces per one serving,1,Ounces
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,Number of cups in one serving,0.75,Cups
Apple Cinnamon Cheerios,General Mills,Cold,milligrams of potassium,70,Potassium,Rating of cereal,29.509541,**Rating**
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,calories per serving,110,Calories
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of protein,2,Protein
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of fat,2,Fat
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,milligrams of sodium,180,Sodium
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of dietary fiber,1.5,Fiber
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of complex carbohydrates,10.5,Carbohydrates
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,grams of sugars,10,Sugars
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,milligrams of potassium,70,Potassium
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Display shelf,1,Shelf
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Weight in ounces per one serving,1,Ounces
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Number of cups in one serving,0.75,Cups
Apple Cinnamon Cheerios,General Mills,Cold,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals,Rating of cereal,29.509541,**Rating**
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,calories per serving,110,Calories
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,grams of protein,2,Protein
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,grams of fat,2,Fat
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,milligrams of sodium,180,Sodium
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,grams of dietary fiber,1.5,Fiber
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,grams of complex carbohydrates,10.5,Carbohydrates
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,grams of sugars,10,Sugars
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,milligrams of potassium,70,Potassium
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,Display shelf,1,Shelf
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,Weight in ounces per one serving,1,Ounces
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,Number of cups in one serving,0.75,Cups
Apple Cinnamon Cheerios,General Mills,Cold,Display shelf,1,Shelf,Rating of cereal,29.509541,**Rating**
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,calories per serving,110,Calories
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of protein,2,Protein
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of fat,2,Fat
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,milligrams of sodium,180,Sodium
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of dietary fiber,1.5,Fiber
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of complex carbohydrates,10.5,Carbohydrates
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,grams of sugars,10,Sugars
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,milligrams of potassium,70,Potassium
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Display shelf,1,Shelf
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Weight in ounces per one serving,1,Ounces
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Number of cups in one serving,0.75,Cups
Apple Cinnamon Cheerios,General Mills,Cold,Weight in ounces per one serving,1,Ounces,Rating of cereal,29.509541,**Rating**
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,calories per serving,110,Calories
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of protein,2,Protein
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of fat,2,Fat
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,milligrams of sodium,180,Sodium
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of dietary fiber,1.5,Fiber
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of complex carbohydrates,10.5,Carbohydrates
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,grams of sugars,10,Sugars
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,milligrams of potassium,70,Potassium
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,Display shelf,1,Shelf
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,Weight in ounces per one serving,1,Ounces
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,Number of cups in one serving,0.75,Cups
Apple Cinnamon Cheerios,General Mills,Cold,Number of cups in one serving,0.75,Cups,Rating of cereal,29.509541,**Rating**
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,calories per serving,110,Calories
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,grams of protein,2,Protein
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,grams of fat,2,Fat
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,milligrams of sodium,180,Sodium
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,grams of dietary fiber,1.5,Fiber
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,grams of complex carbohydrates,10.5,Carbohydrates
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,grams of sugars,10,Sugars
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,milligrams of potassium,70,Potassium
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,Display shelf,1,Shelf
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,Weight in ounces per one serving,1,Ounces
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,Number of cups in one serving,0.75,Cups
Apple Cinnamon Cheerios,General Mills,Cold,Rating of cereal,29.509541,**Rating**,Rating of cereal,29.509541,**Rating**
Basic 4,General Mills,Cold,calories per serving,130,Calories,calories per serving,130,Calories
Basic 4,General Mills,Cold,calories per serving,130,Calories,grams of protein,3,Protein
Basic 4,General Mills,Cold,calories per serving,130,Calories,grams of fat,2,Fat
Basic 4,General Mills,Cold,calories per serving,130,Calories,milligrams of sodium,210,Sodium
Basic 4,General Mills,Cold,calories per serving,130,Calories,grams of dietary fiber,2,Fiber
Basic 4,General Mills,Cold,calories per serving,130,Calories,grams of complex carbohydrates,18,Carbohydrates
Basic 4,General Mills,Cold,calories per serving,130,Calories,grams of sugars,8,Sugars
Basic 4,General Mills,Cold,calories per serving,130,Calories,milligrams of potassium,100,Potassium
Basic 4,General Mills,Cold,calories per serving,130,Calories,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Basic 4,General Mills,Cold,calories per serving,130,Calories,Display shelf,3,Shelf
Basic 4,General Mills,Cold,calories per serving,130,Calories,Weight in ounces per one serving,1.33,Ounces
Basic 4,General Mills,Cold,calories per serving,130,Calories,Number of cups in one serving,0.75,Cups
Basic 4,General Mills,Cold,calories per serving,130,Calories,Rating of cereal,37.038562,**Rating**
Basic 4,General Mills,Cold,grams of protein,3,Protein,calories per serving,130,Calories
Basic 4,General Mills,Cold,grams of protein,3,Protein,grams of protein,3,Protein
Basic 4,General Mills,Cold,grams of protein,3,Protein,grams of fat,2,Fat
Basic 4,General Mills,Cold,grams of protein,3,Protein,milligrams of sodium,210,Sodium
Basic 4,General Mills,Cold,grams of protein,3,Protein,grams of dietary fiber,2,Fiber
Basic 4,General Mills,Cold,grams of protein,3,Protein,grams of complex carbohydrates,18,Carbohydrates
Basic 4,General Mills,Cold,grams of protein,3,Protein,grams of sugars,8,Sugars
Basic 4,General Mills,Cold,grams of protein,3,Protein,milligrams of potassium,100,Potassium
Basic 4,General Mills,Cold,grams of protein,3,Protein,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Basic 4,General Mills,Cold,grams of protein,3,Protein,Display shelf,3,Shelf
Basic 4,General Mills,Cold,grams of protein,3,Protein,Weight in ounces per one serving,1.33,Ounces
Basic 4,General Mills,Cold,grams of protein,3,Protein,Number of cups in one serving,0.75,Cups
Basic 4,General Mills,Cold,grams of protein,3,Protein,Rating of cereal,37.038562,**Rating**
Basic 4,General Mills,Cold,grams of fat,2,Fat,calories per serving,130,Calories
Basic 4,General Mills,Cold,grams of fat,2,Fat,grams of protein,3,Protein
Basic 4,General Mills,Cold,grams of fat,2,Fat,grams of fat,2,Fat
Basic 4,General Mills,Cold,grams of fat,2,Fat,milligrams of sodium,210,Sodium
Basic 4,General Mills,Cold,grams of fat,2,Fat,grams of dietary fiber,2,Fiber
Basic 4,General Mills,Cold,grams of fat,2,Fat,grams of complex carbohydrates,18,Carbohydrates
Basic 4,General Mills,Cold,grams of fat,2,Fat,grams of sugars,8,Sugars
Basic 4,General Mills,Cold,grams of fat,2,Fat,milligrams of potassium,100,Potassium
Basic 4,General Mills,Cold,grams of fat,2,Fat,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Basic 4,General Mills,Cold,grams of fat,2,Fat,Display shelf,3,Shelf
Basic 4,General Mills,Cold,grams of fat,2,Fat,Weight in ounces per one serving,1.33,Ounces
Basic 4,General Mills,Cold,grams of fat,2,Fat,Number of cups in one serving,0.75,Cups
Basic 4,General Mills,Cold,grams of fat,2,Fat,Rating of cereal,37.038562,**Rating**
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,calories per serving,130,Calories
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,grams of protein,3,Protein
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,grams of fat,2,Fat
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,milligrams of sodium,210,Sodium
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,grams of dietary fiber,2,Fiber
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,grams of complex carbohydrates,18,Carbohydrates
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,grams of sugars,8,Sugars
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,milligrams of potassium,100,Potassium
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,Display shelf,3,Shelf
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,Weight in ounces per one serving,1.33,Ounces
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,Number of cups in one serving,0.75,Cups
Basic 4,General Mills,Cold,milligrams of sodium,210,Sodium,Rating of cereal,37.038562,**Rating**
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,calories per serving,130,Calories
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,grams of protein,3,Protein
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,grams of fat,2,Fat
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,milligrams of sodium,210,Sodium
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,grams of dietary fiber,2,Fiber
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,grams of complex carbohydrates,18,Carbohydrates
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,grams of sugars,8,Sugars
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,milligrams of potassium,100,Potassium
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,Display shelf,3,Shelf
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,Weight in ounces per one serving,1.33,Ounces
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,Number of cups in one serving,0.75,Cups
Basic 4,General Mills,Cold,grams of dietary fiber,2,Fiber,Rating of cereal,37.038562,**Rating**
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,calories per serving,130,Calories
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,grams of protein,3,Protein
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,grams of fat,2,Fat
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,milligrams of sodium,210,Sodium
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,grams of dietary fiber,2,Fiber
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,grams of complex carbohydrates,18,Carbohydrates
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,grams of sugars,8,Sugars
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,milligrams of potassium,100,Potassium
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,vitamins and minerals (% of FDA recommendation),25,Vitamins/Minerals
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,Display shelf,3,Shelf
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,Weight in ounces per one serving,1.33,Ounces
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,Number of cups in one serving,0.75,Cups
Basic 4,General Mills,Cold,grams of complex carbohydrates,18,Carbohydrates,Rating of cereal,37.038562,**Rating**
Basic 4,General Mills,Cold,grams of sugars,8,Sugars,calories per serving,130,Calories
Basic 4,General Mills,Cold,grams of sugars,8,Sugars,grams of protein,3,Protein
Basic 4,General Mills,Cold,grams of sugars,8,Sugars,grams of fat,2,Fat
Basic 4,General Mills,Cold,grams of sugars,8,Sugars,milligrams of sodium,210,Sodium
Basic 4,General Mills,Cold,grams of sugars,8,Sugars,grams of dietary fiber,2,Fiber
Basic 4,General Mills,Cold,grams of sugars,8,Sugars,grams of complex carbohydrates,18,Carbohydrates
